origin,destination,distance,duration
5039 FRANKFORD AVE,1801 W Diamond St,10611,1487
3447 N 2ND ST,5901 Larchwood Ave,18011,1974
769 E HILTON ST,5901 Larchwood Ave,18687,1874
769 E HILTON ST,4700 Wyalusing Ave.,16418,1554
6755 WYNCOTE AVE,6500 Castor Ave,8072,1085
2006 ORTHODOX ST,3101 Ridge Ave.,17082,1221
2006 ORTHODOX ST,521-23 W. Lehigh Ave.,6132,1032
2006 ORTHODOX ST,100 E. Lehigh Ave.,5351,919
391 LYCEUM AVE,8398 Lindbergh Blvd,23595,1577
128-30 CHESTNUT ST,2703 Tasker St,14217,981
6755 WYNCOTE AVE,2703 Tasker St,19823,1737
6755 WYNCOTE AVE,521-23 W. Lehigh Ave.,8404,1373
391 LYCEUM AVE,4667 Paul St.,14277,1531
7722 RICHARD ST,4355 Paul St,6773,940
6755 WYNCOTE AVE,3001 Walnut St.,17098,1533
7722 RICHARD ST,735 W. Butler St.,10927,1213
2006 ORTHODOX ST,735 W. Butler St.,6395,919
391 LYCEUM AVE,2703 Tasker St,15100,1357
6755 WYNCOTE AVE,704 W Girard Ave,11153,1708
2006 ORTHODOX ST,1429 W Clearfield St,6862,1014
1307-09 W NEDRO AVE,2703 Tasker St,19113,1596
5039 FRANKFORD AVE,2703 Tasker St,18821,1511
6755 WYNCOTE AVE,2530 Wharton St,19539,1675
6755 WYNCOTE AVE,935 S 53rd St,21527,1887
2006 ORTHODOX ST,5901 Larchwood Ave,20503,1678
6755 WYNCOTE AVE,3101 Ridge Ave.,10728,1206
217 E WESTMORELAND ST,2703 Tasker St,14441,1526
391 LYCEUM AVE,1419 Wharton St,15136,1514
6755 WYNCOTE AVE,3223 W Clifford St,11448,1300
618 SOUTH ST,5901 Larchwood Ave,9162,1552
7722 RICHARD ST,1429 W Clearfield St,12595,1400
6755 WYNCOTE AVE,4667 Paul St.,8595,1333
6755 WYNCOTE AVE,2059 E Chelten Ave,10308,1485
5041 TORRESDALE AVE,2703 Tasker St,17489,1277
6755 WYNCOTE AVE,2000 N 11th St,9539,1481
7722 RICHARD ST,3223 W Clifford St,17438,1605
2006 ORTHODOX ST,1220 S. 58th St,20782,1626
6755 WYNCOTE AVE,1429 W Clearfield St,7080,1085
2006 ORTHODOX ST,180 E Tulpehocken St,11321,1606
391 LYCEUM AVE,5901 Larchwood Ave,11850,1644
6755 WYNCOTE AVE,5901 Larchwood Ave,17032,2034
7722 RICHARD ST,180 E Tulpehocken St,14599,1656
7722 RICHARD ST,704 W Girard Ave,19332,1511
7722 RICHARD ST,3101 Ridge Ave.,16719,1510
2006 ORTHODOX ST,1801 W Diamond St,9058,1354
2006 ORTHODOX ST,1510 W Oxford St,10832,1239
7722 RICHARD ST,100 E. Lehigh Ave.,11765,1460
6755 WYNCOTE AVE,6027 Chestnut St,16563,1875
7722 RICHARD ST,2703 Tasker St,25172,1860
2006 ORTHODOX ST,1419 Wharton St,14550,1276
2006 ORTHODOX ST,704 W Girard Ave,11679,945
1730 W CHELTENHAM AVE,2703 Tasker St,20899,1864
6755 WYNCOTE AVE,8398 Lindbergh Blvd,28318,1957
7722 RICHARD ST,1801 W Diamond St,14824,1752
2006 ORTHODOX ST,769 N 39th St,15075,1179
6755 WYNCOTE AVE,1801 W Diamond St,9309,1437
6755 WYNCOTE AVE,4520 Benner St,10944,1492
7722 RICHARD ST,4700 Wyalusing Ave.,21112,1734
128-30 CHESTNUT ST,5901 Larchwood Ave,14662,1504
2006 ORTHODOX ST,6027 Chestnut St,20917,1705
7722 RICHARD ST,4667 Paul St.,6464,865
6755 WYNCOTE AVE,2455 S. 3rd Street,25348,1855
6755 WYNCOTE AVE,1220 S. 58th St,23087,2068
2006 ORTHODOX ST,2000 N 11th St,13015,1187
7722 RICHARD ST,2000 N 11th St,13917,1744
7722 RICHARD ST,769 N 39th St,20484,1658
2006 ORTHODOX ST,935 S 53rd St,19222,1445
5039 FRANKFORD AVE,5901 Larchwood Ave,21806,1895
7722 RICHARD ST,1220 S. 58th St,28436,2192
6755 WYNCOTE AVE,1419 Wharton St,19860,1894
7722 RICHARD ST,2530 Wharton St,24888,1799
7722 RICHARD ST,3001 Walnut St.,22405,1700
1730 W CHELTENHAM AVE,5901 Larchwood Ave,18108,2161
7722 RICHARD ST,5901 Larchwood Ave,23022,2338
6755 WYNCOTE AVE,1510 W Oxford St,9826,1498
401 N 64TH ST,1419 Wharton St,9655,1610
7722 RICHARD ST,1510 W Oxford St,15340,1813
7722 RICHARD ST,8398 Lindbergh Blvd,32837,1892
7722 RICHARD ST,1419 Wharton St,22204,1842
2006 ORTHODOX ST,8398 Lindbergh Blvd,25183,1326
7722 RICHARD ST,2455 S. 3rd Street,23558,1567
7722 RICHARD ST,521-23 W. Lehigh Ave.,12348,1505
2847-67 HOLME AVE,5901 Larchwood Ave,30700,2177
2006 ORTHODOX ST,2703 Tasker St,17518,1294
7722 RICHARD ST,6027 Chestnut St,22554,2180
7722 RICHARD ST,935 S 53rd St,26876,2011
1519 REED ST,6027 Chestnut St,8600,1424
2847-67 HOLME AVE,2703 Tasker St,27715,1793
201 S 60TH ST,4700 Wyalusing Ave.,3125,523
625 S 16TH ST,3001 Walnut St.,2172,417
1828 SOUTH ST,3001 Walnut St.,1890,368
1828 SOUTH ST,1419 Wharton St,1588,366
201 S 60TH ST,5901 Larchwood Ave,702,154
625 S 16TH ST,2530 Wharton St,3158,607
201 S 60TH ST,769 N 39th St,4756,708
625 S 16TH ST,769 N 39th St,5107,939
3088 FRANKFORD AVE,4667 Paul St.,3982,695
625 S 16TH ST,1419 Wharton St,1327,308
625 S 16TH ST,704 W Girard Ave,4449,938
201 S 60TH ST,935 S 53rd St,3026,476
201 S 60TH ST,3001 Walnut St.,5316,817
625 S 16TH ST,1510 W Oxford St,4441,972
201 S 60TH ST,6027 Chestnut St,446,92
201 S 60TH ST,2530 Wharton St,6680,1087
1828 SOUTH ST,3101 Ridge Ave.,7898,947
1828 SOUTH ST,2530 Wharton St,2876,558
201 S 60TH ST,3223 W Clifford St,6713,1123
5301 OXFORD AVE,900 E Howell St,1399,268
1828 SOUTH ST,2703 Tasker St,3128,602
201 S 60TH ST,8398 Lindbergh Blvd,9862,1332
1828 SOUTH ST,5901 Larchwood Ave,7227,1144
625 S 16TH ST,8398 Lindbergh Blvd,13386,1093
5301 OXFORD AVE,4520 Benner St,3432,516
1828 SOUTH ST,1801 W Diamond St,5295,1239
1828 SOUTH ST,2000 N 11th St,5704,1177
625 S 16TH ST,935 S 53rd St,6595,1023
201 S 60TH ST,1220 S. 58th St,2105,443
625 S 16TH ST,3223 W Clifford St,7218,866
625 S 16TH ST,2455 S. 3rd Street,4667,962
625 S 16TH ST,2703 Tasker St,3411,647
5301 OXFORD AVE,4355 Paul St,3224,522
201 S 60TH ST,704 W Girard Ave,10585,1484
625 S 16TH ST,6027 Chestnut St,7543,1165
1828 SOUTH ST,704 W Girard Ave,4843,1021
1828 SOUTH ST,1220 S. 58th St,7873,1155
625 S 16TH ST,735 W. Butler St.,16593,1280
1828 SOUTH ST,3223 W Clifford St,6936,816
5301 OXFORD AVE,537 E. Wyoming Ave.,3560,446
1828 SOUTH ST,1429 W Clearfield St,7378,1394
1828 SOUTH ST,4700 Wyalusing Ave.,6006,1076
5301 OXFORD AVE,169 W. Wyoming Ave.,4440,597
5301 OXFORD AVE,6500 Castor Ave,1630,266
1828 SOUTH ST,521-23 W. Lehigh Ave.,7609,1421
1828 SOUTH ST,169 W. Wyoming Ave.,16221,1133
625 S 16TH ST,3101 Ridge Ave.,8180,996
5301 OXFORD AVE,2059 E Chelten Ave,2792,448
1828 SOUTH ST,6027 Chestnut St,7261,1116
201 S 60TH ST,2703 Tasker St,6964,1149
201 S 60TH ST,169 W. Wyoming Ave.,15379,1430
625 S 16TH ST,4355 Paul St,13435,1291
625 S 16TH ST,1801 W Diamond St,5033,1169
1828 SOUTH ST,935 S 53rd St,6313,974
201 S 60TH ST,2000 N 11th St,11014,1670
625 S 16TH ST,169 W. Wyoming Ave.,16503,1183
1828 SOUTH ST,100 E. Lehigh Ave.,12411,1293
625 S 16TH ST,1220 S. 58th St,8155,1204
625 S 16TH ST,900 E Howell St,20774,1702
625 S 16TH ST,4520 Benner St,15513,1472
1828 SOUTH ST,769 N 39th St,4825,890
625 S 16TH ST,5901 Larchwood Ave,7509,1193
1828 SOUTH ST,6500 Castor Ave,21549,1702
201 S 60TH ST,735 W. Butler St.,15469,1527
201 S 60TH ST,1419 Wharton St,8269,1410
5301 OXFORD AVE,100 E. Lehigh Ave.,6770,1145
1828 SOUTH ST,2455 S. 3rd Street,4928,1020
625 S 16TH ST,180 E Tulpehocken St,16907,1422
625 S 16TH ST,4667 Paul St.,14625,1447
1828 SOUTH ST,735 W. Butler St.,16311,1231
5301 OXFORD AVE,6434 Castor Ave,1630,273
201 S 60TH ST,3101 Ridge Ave.,7675,1253
625 S 16TH ST,537 E. Wyoming Ave.,18307,1374
625 S 16TH ST,521-23 W. Lehigh Ave.,7215,1338
625 S 16TH ST,2059 E Chelten Ave,14561,1365
201 S 60TH ST,1801 W Diamond St,8902,1516
201 S 60TH ST,1510 W Oxford St,10145,1549
1828 SOUTH ST,4520 Benner St,18458,1459
1828 SOUTH ST,2059 E Chelten Ave,17506,1352
201 S 60TH ST,180 E Tulpehocken St,15783,1669
625 S 16TH ST,6500 Castor Ave,21831,1751
625 S 16TH ST,4700 Wyalusing Ave.,6288,1125
1828 SOUTH ST,8398 Lindbergh Blvd,13104,1043
201 S 60TH ST,2455 S. 3rd Street,15103,1618
9745R E ROOSEVELT BLVD,4667 Paul St.,11814,1371
5301 OXFORD AVE,2000 N 11th St,9682,1363
201 S 60TH ST,4667 Paul St.,20332,1905
1828 SOUTH ST,537 E. Wyoming Ave.,18025,1325
5301 OXFORD AVE,4667 Paul St.,1899,420
2654 S 7TH ST,2455 S. 3rd Street,1398,303
201 S 60TH ST,537 E. Wyoming Ave.,17183,1621
9745R E ROOSEVELT BLVD,6434 Castor Ave,9099,987
5301 OXFORD AVE,2530 Wharton St,21250,1649
625 S 16TH ST,1429 W Clearfield St,6984,1310
5158 HAVERFORD AVE,2059 E Chelten Ave,18390,1563
625 S 16TH ST,100 E. Lehigh Ave.,9466,1306
1828 SOUTH ST,6434 Castor Ave,21549,1709
201 S 60TH ST,2059 E Chelten Ave,20268,1823
625 S 16TH ST,6434 Castor Ave,21831,1758
1828 SOUTH ST,4667 Paul St.,17570,1435
201 S 60TH ST,100 E. Lehigh Ave.,15173,1764
201 S 60TH ST,4355 Paul St,19142,1749
201 S 60TH ST,521-23 W. Lehigh Ave.,11159,1885
5301 OXFORD AVE,180 E Tulpehocken St,10320,1325
1828 SOUTH ST,180 E Tulpehocken St,16624,1373
5301 OXFORD AVE,735 W. Butler St.,6648,883
201 S 60TH ST,6434 Castor Ave,20707,2005
5301 OXFORD AVE,3223 W Clifford St,13159,1275
1828 SOUTH ST,4355 Paul St,16380,1278
5301 OXFORD AVE,3101 Ridge Ave.,12439,1180
5301 OXFORD AVE,2703 Tasker St,21534,1711
201 S 60TH ST,1429 W Clearfield St,15703,1663
9745R E ROOSEVELT BLVD,4520 Benner St,9897,1083
9745R E ROOSEVELT BLVD,169 W. Wyoming Ave.,14070,1434
5301 OXFORD AVE,521-23 W. Lehigh Ave.,8114,1124
5301 OXFORD AVE,2455 S. 3rd Street,19129,1449
5158 HAVERFORD AVE,769 N 39th St,2222,416
9745R E ROOSEVELT BLVD,2000 N 11th St,27097,2089
201 S 60TH ST,900 E Howell St,19650,1949
5301 OXFORD AVE,769 N 39th St,16205,1327
5301 OXFORD AVE,1429 W Clearfield St,8315,1070
2654 S 7TH ST,2530 Wharton St,7794,799
2654 S 7TH ST,8398 Lindbergh Blvd,10125,1045
5301 OXFORD AVE,6027 Chestnut St,18274,1849
1828 SOUTH ST,900 E Howell St,20492,1653
5301 OXFORD AVE,4700 Wyalusing Ave.,16832,1403
2654 S 7TH ST,3001 Walnut St.,9674,871
2654 S 7TH ST,935 S 53rd St,10157,1136
9745R E ROOSEVELT BLVD,6500 Castor Ave,9099,997
2654 S 7TH ST,704 W Girard Ave,9809,974
201 S 60TH ST,6500 Castor Ave,20707,1998
5158 HAVERFORD AVE,935 S 53rd St,2543,478
9745R E ROOSEVELT BLVD,4355 Paul St,12123,1446
201 S 60TH ST,4520 Benner St,21220,1930
9745R E ROOSEVELT BLVD,1419 Wharton St,28633,2178
2654 S 7TH ST,2000 N 11th St,11145,1216
9745R E ROOSEVELT BLVD,900 E Howell St,10625,1126
5158 HAVERFORD AVE,1220 S. 58th St,3427,628
625 S 16TH ST,2000 N 11th St,5310,1094
5301 OXFORD AVE,5901 Larchwood Ave,18743,2008
5650 CHEW AVE,180 E Tulpehocken St,1455,227
2654 S 7TH ST,1419 Wharton St,3376,723
9745R E ROOSEVELT BLVD,935 S 53rd St,33305,2347
5158 HAVERFORD AVE,2530 Wharton St,5674,981
5158 HAVERFORD AVE,521-23 W. Lehigh Ave.,9382,1588
2654 S 7TH ST,3223 W Clifford St,13413,1102
9745R E ROOSEVELT BLVD,2059 E Chelten Ave,10263,1099
5158 HAVERFORD AVE,6027 Chestnut St,2667,471
9745R E ROOSEVELT BLVD,3223 W Clifford St,22789,2111
9745R E ROOSEVELT BLVD,537 E. Wyoming Ave.,13145,1338
9745R E ROOSEVELT BLVD,4700 Wyalusing Ave.,26462,2240
5301 OXFORD AVE,3001 Walnut St.,18809,1507
5158 HAVERFORD AVE,3001 Walnut St.,4310,715
9745R E ROOSEVELT BLVD,1429 W Clearfield St,17945,1907
2654 S 7TH ST,735 W. Butler St.,22788,1516
5158 HAVERFORD AVE,1429 W Clearfield St,13926,1367
9745R E ROOSEVELT BLVD,735 W. Butler St.,16278,1720
5301 OXFORD AVE,8398 Lindbergh Blvd,28408,1774
9745R E ROOSEVELT BLVD,2455 S. 3rd Street,29987,1903
5158 HAVERFORD AVE,3223 W Clifford St,4936,826
2654 S 7TH ST,4520 Benner St,19014,1398
1828 SOUTH ST,1510 W Oxford St,4835,1055
2654 S 7TH ST,521-23 W. Lehigh Ave.,11713,1339
5158 HAVERFORD AVE,1419 Wharton St,7263,1303
2654 S 7TH ST,1510 W Oxford St,10925,1254
5301 OXFORD AVE,935 S 53rd St,23239,1861
2654 S 7TH ST,2703 Tasker St,4370,852
4620R-40 E ROOSEVELT BLVD,537 E. Wyoming Ave.,2247,390
2654 S 7TH ST,4700 Wyalusing Ave.,14381,1325
5158 HAVERFORD AVE,2703 Tasker St,5958,1042
5301 OXFORD AVE,704 W Girard Ave,14903,1393
2654 S 7TH ST,2059 E Chelten Ave,18063,1290
5158 HAVERFORD AVE,2455 S. 3rd Street,14212,1334
2654 S 7TH ST,1429 W Clearfield St,13468,1592
5650 CHEW AVE,537 E. Wyoming Ave.,6663,953
5650 CHEW AVE,169 W. Wyoming Ave.,4856,760
5301 OXFORD AVE,1510 W Oxford St,11061,1483
4620R-40 E ROOSEVELT BLVD,169 W. Wyoming Ave.,3056,466
2654 S 7TH ST,769 N 39th St,10350,1273
9745R E ROOSEVELT BLVD,3101 Ridge Ave.,22069,2017
5650 CHEW AVE,1429 W Clearfield St,5787,911
5650 CHEW AVE,735 W. Butler St.,4955,830
5158 HAVERFORD AVE,100 E. Lehigh Ave.,13294,1505
5158 HAVERFORD AVE,1801 W Diamond St,7125,1219
4620R-40 E ROOSEVELT BLVD,900 E Howell St,2276,498
5301 OXFORD AVE,1801 W Diamond St,10544,1421
2654 S 7TH ST,169 W. Wyoming Ave.,22698,1419
2654 S 7TH ST,5901 Larchwood Ave,11438,1369
2654 S 7TH ST,3101 Ridge Ave.,14375,1232
4620R-40 E ROOSEVELT BLVD,6434 Castor Ave,3327,555
2654 S 7TH ST,1220 S. 58th St,8792,1233
5158 HAVERFORD AVE,169 W. Wyoming Ave.,13602,1133
2654 S 7TH ST,4355 Paul St,16937,1217
5158 HAVERFORD AVE,735 W. Butler St.,13692,1231
5158 HAVERFORD AVE,2000 N 11th St,8427,1453
9745R E ROOSEVELT BLVD,100 E. Lehigh Ave.,22332,1845
4620R-40 E ROOSEVELT BLVD,4520 Benner St,5136,752
5650 CHEW AVE,4520 Benner St,11990,1535
3088 FRANKFORD AVE,100 E. Lehigh Ave.,1971,376
5301 OXFORD AVE,1220 S. 58th St,24799,2042
5650 CHEW AVE,521-23 W. Lehigh Ave.,7111,1198
5301 OXFORD AVE,1419 Wharton St,17775,1724
5158 HAVERFORD AVE,704 W Girard Ave,7566,1297
2654 S 7TH ST,900 E Howell St,21232,1824
5158 HAVERFORD AVE,4700 Wyalusing Ave.,1348,229
9745R E ROOSEVELT BLVD,3001 Walnut St.,28834,2037
5158 HAVERFORD AVE,3101 Ridge Ave.,5898,957
5650 CHEW AVE,4355 Paul St,10150,1434
2654 S 7TH ST,180 E Tulpehocken St,23102,1658
2654 S 7TH ST,537 E. Wyoming Ave.,20106,1560
5650 CHEW AVE,3101 Ridge Ave.,8750,1015
9745R E ROOSEVELT BLVD,180 E Tulpehocken St,19182,2096
9745R E ROOSEVELT BLVD,521-23 W. Lehigh Ave.,17699,2011
5158 HAVERFORD AVE,5901 Larchwood Ave,2976,510
9745R E ROOSEVELT BLVD,1801 W Diamond St,20174,2258
5158 HAVERFORD AVE,6434 Castor Ave,18929,1708
5650 CHEW AVE,6500 Castor Ave,10186,1331
3088 FRANKFORD AVE,169 W. Wyoming Ave.,4684,788
3088 FRANKFORD AVE,537 E. Wyoming Ave.,3951,648
5650 CHEW AVE,2455 S. 3rd Street,23369,1665
5650 CHEW AVE,2703 Tasker St,17845,1546
5650 CHEW AVE,6434 Castor Ave,10186,1337
9745R E ROOSEVELT BLVD,8398 Lindbergh Blvd,39266,2228
5158 HAVERFORD AVE,4355 Paul St,17264,1490
9745R E ROOSEVELT BLVD,2703 Tasker St,31601,2197
5158 HAVERFORD AVE,180 E Tulpehocken St,14005,1373
9745R E ROOSEVELT BLVD,704 W Girard Ave,25761,1847
5650 CHEW AVE,5901 Larchwood Ave,15053,1843
4620R-40 E ROOSEVELT BLVD,6500 Castor Ave,3327,548
4620R-40 E ROOSEVELT BLVD,3101 Ridge Ave.,11055,1049
5650 CHEW AVE,900 E Howell St,9129,1281
5650 CHEW AVE,2059 E Chelten Ave,11359,1527
4620R-40 E ROOSEVELT BLVD,1429 W Clearfield St,6930,939
4620R-40 E ROOSEVELT BLVD,521-23 W. Lehigh Ave.,6978,1045
4620R-40 E ROOSEVELT BLVD,735 W. Butler St.,5263,752
4620R-40 E ROOSEVELT BLVD,3223 W Clifford St,11774,1143
5158 HAVERFORD AVE,4520 Benner St,19342,1671
5158 HAVERFORD AVE,4667 Paul St.,18454,1646
2654 S 7TH ST,1801 W Diamond St,12090,1450
2654 S 7TH ST,4667 Paul St.,18127,1373
5650 CHEW AVE,769 N 39th St,12515,1162
3088 FRANKFORD AVE,521-23 W. Lehigh Ave.,2751,489
3088 FRANKFORD AVE,4355 Paul St,3528,586
5158 HAVERFORD AVE,1510 W Oxford St,6978,1273
3088 FRANKFORD AVE,900 E Howell St,6931,1008
5650 CHEW AVE,6027 Chestnut St,14585,1685
3088 FRANKFORD AVE,6434 Castor Ave,7401,1037
4620R-40 E ROOSEVELT BLVD,4667 Paul St.,2804,595
5650 CHEW AVE,1419 Wharton St,17881,1703
4620R-40 E ROOSEVELT BLVD,2059 E Chelten Ave,4499,745
3088 FRANKFORD AVE,769 N 39th St,12225,1134
5650 CHEW AVE,2000 N 11th St,8246,1306
5158 HAVERFORD AVE,537 E. Wyoming Ave.,15406,1324
5650 CHEW AVE,4667 Paul St.,9636,1374
4620R-40 E ROOSEVELT BLVD,4355 Paul St,3318,655
2654 S 7TH ST,100 E. Lehigh Ave.,12967,1232
2654 S 7TH ST,6027 Chestnut St,12786,1509
3088 FRANKFORD AVE,704 W Girard Ave,4614,874
4620R-40 E ROOSEVELT BLVD,100 E. Lehigh Ave.,6218,1019
5650 CHEW AVE,4700 Wyalusing Ave.,13142,1238
3088 FRANKFORD AVE,735 W. Butler St.,4770,817
5650 CHEW AVE,935 S 53rd St,19549,1696
3088 FRANKFORD AVE,6500 Castor Ave,7401,1030
3088 FRANKFORD AVE,2059 E Chelten Ave,5890,795
3088 FRANKFORD AVE,2000 N 11th St,3823,763
5650 CHEW AVE,2530 Wharton St,17561,1484
3088 FRANKFORD AVE,1801 W Diamond St,5552,1011
5158 HAVERFORD AVE,900 E Howell St,17873,1652
3088 FRANKFORD AVE,2703 Tasker St,14668,1249
3088 FRANKFORD AVE,2530 Wharton St,14384,1187
9745R E ROOSEVELT BLVD,1510 W Oxford St,24915,2141
4620R-40 E ROOSEVELT BLVD,180 E Tulpehocken St,8935,1194
3088 FRANKFORD AVE,3001 Walnut St.,11902,1089
5650 CHEW AVE,1510 W Oxford St,8533,1324
5158 HAVERFORD AVE,8398 Lindbergh Blvd,11105,1423
4620R-40 E ROOSEVELT BLVD,2703 Tasker St,20150,1580
3088 FRANKFORD AVE,6027 Chestnut St,18067,1659
3088 FRANKFORD AVE,4520 Benner St,6842,902
5650 CHEW AVE,100 E. Lehigh Ave.,8445,1453
5650 CHEW AVE,704 W Girard Ave,9860,1533
4620R-40 E ROOSEVELT BLVD,1801 W Diamond St,9159,1290
9745R E ROOSEVELT BLVD,5901 Larchwood Ave,34586,2581
4620R-40 E ROOSEVELT BLVD,1510 W Oxford St,9676,1352
2654 S 7TH ST,6500 Castor Ave,21255,1707
4620R-40 E ROOSEVELT BLVD,1419 Wharton St,20186,1737
5650 CHEW AVE,3001 Walnut St.,15120,1342
5158 HAVERFORD AVE,6500 Castor Ave,18930,1702
4620R-40 E ROOSEVELT BLVD,2000 N 11th St,8369,1302
5650 CHEW AVE,1801 W Diamond St,8016,1262
3088 FRANKFORD AVE,2455 S. 3rd Street,13054,956
4620R-40 E ROOSEVELT BLVD,2530 Wharton St,19866,1518
5650 CHEW AVE,1220 S. 58th St,21109,1878
5650 CHEW AVE,3223 W Clifford St,9469,1110
4620R-40 E ROOSEVELT BLVD,704 W Girard Ave,11003,1561
3088 FRANKFORD AVE,3223 W Clifford St,13270,1045
2654 S 7TH ST,6434 Castor Ave,21184,1711
9745R E ROOSEVELT BLVD,2530 Wharton St,31317,2135
3088 FRANKFORD AVE,1419 Wharton St,11700,1231
9745R E ROOSEVELT BLVD,769 N 39th St,29157,2082
3088 FRANKFORD AVE,180 E Tulpehocken St,10386,1605
3088 FRANKFORD AVE,4700 Wyalusing Ave.,14237,1269
3088 FRANKFORD AVE,935 S 53rd St,16372,1400
4620R-40 E ROOSEVELT BLVD,769 N 39th St,14820,1196
4620R-40 E ROOSEVELT BLVD,5901 Larchwood Ave,17358,1877
3088 FRANKFORD AVE,1510 W Oxford St,5256,1032
3088 FRANKFORD AVE,3101 Ridge Ave.,6755,1179
5650 CHEW AVE,8398 Lindbergh Blvd,26340,1766
3088 FRANKFORD AVE,1220 S. 58th St,17932,1581
4620R-40 E ROOSEVELT BLVD,2455 S. 3rd Street,18565,1588
3088 FRANKFORD AVE,5901 Larchwood Ave,17654,1633
4620R-40 E ROOSEVELT BLVD,935 S 53rd St,21854,1730
9745R E ROOSEVELT BLVD,1220 S. 58th St,34865,2529
3088 FRANKFORD AVE,1429 W Clearfield St,4478,789
4620R-40 E ROOSEVELT BLVD,6027 Chestnut St,16889,1718
4620R-40 E ROOSEVELT BLVD,3001 Walnut St.,17425,1376
3088 FRANKFORD AVE,8398 Lindbergh Blvd,22333,1280
9745R E ROOSEVELT BLVD,6027 Chestnut St,34999,2607
4620R-40 E ROOSEVELT BLVD,4700 Wyalusing Ave.,15447,1272
4620R-40 E ROOSEVELT BLVD,1220 S. 58th St,23414,1911
4620R-40 E ROOSEVELT BLVD,8398 Lindbergh Blvd,28645,1800
